206,Niko "The Hybrid" Price,12-2-0 / 1 NC,https://images.tapology.com/headshot_images/22461/icon/Niko-Price-hs.jpg?1403559392
211,Eduardo "Dudu" Dantas,20-6-0,https://images.tapology.com/headshot_images/12049/icon/Eduardo_Dantas-hs.jpg?1529338607
210,Renan "The Baron" Barão,34-7-0 / 1 NC,https://images.tapology.com/headshot_images/1671/icon/renan-barao.jpg?1544822887
209,Cody "Spartan" Stamann,17-2-0,https://images.tapology.com/headshot_images/22124/icon/stamannhead.jpg?1454041337
214,Oleg Borisov,21-3-1,https://images.tapology.com/headshot_images/45320/icon/oleg_borisov_head_and_shot.JPG?1403505428
213,"The California Kid" Urijah Faber,34-10-0,https://images.tapology.com/headshot_images/189/icon/Urijah-Faber-hs.jpg?1423701281
212,Andre "Touchy" Fili,18-6-0,https://images.tapology.com/headshot_images/11328/icon/Andre-Fili.jpg?1494476968
216,Hayato Suzuki,20-1-2,https://images.tapology.com/headshot_images/36843/icon/Hayato_Suzuki.jpg?1544402745
215,Rick "The Gladiator" Glenn,21-6-1,https://images.tapology.com/headshot_images/17746/icon/Rick-Glenn.jpg?1495732967
218,Alexey "Gladiator" Polpudnikov,25-5-1,https://images.tapology.com/headshot_images/33510/icon/aleksei_polpudnikov_headshot.JPG?1419728860
217,Bryan "Kid Lightning" Caraway,21-9-0,https://images.tapology.com/headshot_images/370/icon/04_BryanCarawayWEC50w.jpg?1282088407
220,Andre "The Bull" Harrison,20-1-0,https://images.tapology.com/headshot_images/17952/icon/Andre_Harrison-hs.jpg?1528394067
219,Jason "The Kid" Knight,20-6-0,https://images.tapology.com/headshot_images/19215/icon/Jason-Knight-hs.jpg?1469424879
223,Kleber Koike Erbst,24-5-1,https://images.tapology.com/headshot_images/3527/icon/Kleber_Koike_Erbst.jpg?1543513630
222,Antônio Rogério "Minotouro" Nogueira,23-8-0,https://images.tapology.com/headshot_images/548/icon/Antonio-Rogerio_Nogueira-hs.jpg?1367267237
221,Dan "Hendo" Henderson,32-15-0,https://images.tapology.com/headshot_images/1/icon/Henderson-Dan-SF20-2.jpg?1276093459
226,Vinny "Pezão" Magalhães,18-10-0 / 1 NC,https://images.tapology.com/headshot_images/136/icon/Magalhaes-Vinicius-TUF8-1.jpg?1423794178
225,Gökhan "The Rebel" Saki,1-2-0,https://images.tapology.com/headshot_images/5892/icon/Gokhan-Saki-hs.jpg?1500045128
224,John "Chicano" Moraga,19-7-0,https://images.tapology.com/headshot_images/12848/icon/Moraga-John-UFCFOX4-1-hs.jpg?1424311572
229,Abusupiyan "Abus" Magomedov,22-4-1,https://images.tapology.com/headshot_images/30204/icon/Abusupiyan_Magomedov-hs.jpg?1506962849
228,Gian Villante,17-10-0,https://images.tapology.com/headshot_images/3919/icon/Villante-Gian-SFHW-1-hs.jpg?1337394707
227,Brandon "The Assassin Baby" Moreno,14-5-0,https://images.tapology.com/headshot_images/27833/icon/Brandon-Moreno-hs.jpg?1474658118
232,Maxim "Maximus" Grishin,28-7-1,https://images.tapology.com/headshot_images/4903/icon/Maxim-Grishin-hs.jpg?1303155484
231,Patrick "Durkin" Cummins,10-6-0,https://images.tapology.com/headshot_images/11600/icon/Patrick-Cummins-hs.jpg?1393172654
230,Randy "Rude Boy" Brown,10-3-0,https://images.tapology.com/headshot_images/21348/icon/Randy-Brown-hs.jpg?1393261312
234,C.B. "The Doberman" Dollaway,17-9-0,https://images.tapology.com/headshot_images/277/icon/C.B._Dollaway.jpg?1536075563
233,"Ya boy" Eryk Anders,11-3-0,https://images.tapology.com/headshot_images/30666/icon/Eryk_Anders.jpg?1517462939
236,Forrest Griffin,19-7-0,https://images.tapology.com/headshot_images/225/icon/Griffin-Forrest-UFC92-1.jpg?1276093412
235,Ulka Sasaki,22-6-2,https://images.tapology.com/headshot_images/19984/icon/Yuta-Sasaki.jpg?1431526855
238,Quinton "Rampage" Jackson,38-13-0,https://images.tapology.com/headshot_images/21/icon/Jackson-Quinton-WFA-3.jpg?1277560455
237,"The Prodigy" BJ Penn,16-13-2,https://images.tapology.com/headshot_images/18/icon/Penn-BJ-UFC80-2.jpg?1276093703
