172,Abdul-Aziz "Lion" Abdulvakhabov,15-2-0,https://images.tapology.com/headshot_images/42484/icon/aziz_abdulvakhabov_headshot.jpg?1459041945
174,Fabian "The Assassin" Edwards,5-0-0,https://images.tapology.com/headshot_images/106608/icon/Fabian-Edwards-hs.png?1494529246
173,Augusto Sakai,12-1-1,https://images.tapology.com/headshot_images/44468/icon/sakai2.jpg?1385355843
175,Zebaztian "The Bandit" Kadestam,11-4-0,https://images.tapology.com/headshot_images/19640/icon/Zebaztian_Kadestam.jpg?1542301568
177,Jon Fitch,31-7-1 / 1 NC,https://images.tapology.com/headshot_images/272/icon/FitchAlves013UFC117.jpg?1281392457
176,"The Natural Born Killer" Carlos Condit,30-13-0,https://images.tapology.com/headshot_images/33/icon/Carlos-Condit-hs.jpg?1376435214
180,Garry "The Lion Killer" Tonon,3-0-0,https://images.tapology.com/headshot_images/105270/icon/garry_tonon_headshot.jpg?1434592413
179,"Smooth" Benson Henderson,26-8-0,https://images.tapology.com/headshot_images/76/icon/Henderson-Ben-UFC150-2-hs.jpg?1352599153
178,Derek Brunson,18-7-0,https://images.tapology.com/headshot_images/12481/icon/Brunson-Derek-UFC155-1-hs.jpg?1356760617
182,Artem Frolov,11-1-0,https://images.tapology.com/headshot_images/64878/icon/artem_frolov_new.jpg?1536075485
181,Ion "The Hulk" Cutelaba,14-3-0 / 1 NC,https://images.tapology.com/headshot_images/34843/icon/Ion_Cutelaba-ha.jpg?1483671137
184,Michael "The Count" Bisping,30-9-0,https://images.tapology.com/headshot_images/270/icon/Michael-Bisping-hs.jpg?1406782573
183,Khalil "The War Horse" Rountree,7-3-0 / 1 NC,https://images.tapology.com/headshot_images/47284/icon/Khalil_Rountree.jpg?1535581201
185,Wilson Reis,23-9-0,https://images.tapology.com/headshot_images/745/icon/Reis-Wilson-EXC1-1.JPG?1427509753
187,Paul "Semtex" Daley,40-16-2,https://images.tapology.com/headshot_images/350/icon/Daley-Paul-SF5-3.jpg?1276093433
186,Magomed Ankalaev,10-1-0,https://images.tapology.com/headshot_images/83405/icon/Magomed_Ankalaev.png?1510093960
190,Geoff "Handz of Steel" Neal,11-2-0,https://images.tapology.com/headshot_images/20058/icon/Geoff-Neal-hs.jpg?1544139486
189,Fabrício "Vai Cavalo" Werdum,23-8-1,https://images.tapology.com/headshot_images/410/icon/Werdum-Fabricio-SF17-1.jpg?1276299455
188,"The Brute" Jim Crute,9-0-0,https://images.tapology.com/headshot_images/126283/icon/Jim_Crute.jpg?1534889972
191,Don "Magic Man" Madge,8-3-1,https://images.tapology.com/headshot_images/17923/icon/J6Rv6txr.jpg?1470386893
192,Ryan "Superman" Spann,15-5-0,https://images.tapology.com/headshot_images/20908/icon/Ryan_Spann.jpg?1533320850
193,Paul "Bearjew" Craig,10-3-0,https://images.tapology.com/headshot_images/25338/icon/Paul-Craig-hs.jpg?1455662465
194,Uriah "Prime Time" Hall,14-9-0,https://images.tapology.com/headshot_images/1770/icon/Hall-Uriah-TUF17-1-hs.jpg?1365892380
196,Shinya "Tobikan Judan" Aoki,42-8-0 / 1 NC,https://images.tapology.com/headshot_images/92/icon/Shinya-Aoki-hs.jpg?1427381327
195,Ryan "The Wizard" Hall,7-1-0,https://images.tapology.com/headshot_images/37328/icon/Ryan_Hall_hs.jpg?1354247399
197,Jack "The Joker" Hermansson,18-4-0,https://images.tapology.com/headshot_images/13893/icon/Jack_Hermansson.jpg?1544408277
198,Rafael Carvalho,15-3-0,https://images.tapology.com/headshot_images/36249/icon/Rafael_Carvalho-hs.png?1538930710
201,Gadzhimurad Khiramagomedov,6-2-0,https://images.tapology.com/headshot_images/87173/icon/gadzhimurad_khiramagomedov_test_hs.jpg?1453254618
200,Vitor "The Phenom" Belfort,26-14-0 / 1 NC,https://images.tapology.com/headshot_images/16/icon/Vitor-Belfort-hs.jpg?1391363175
199,Michel "Trator" Prazeres,26-2-0,https://images.tapology.com/headshot_images/24379/icon/Michel-Prazeres-hs.jpg?1422915322
203,Amir Khan,11-4-0,https://images.tapology.com/headshot_images/39851/icon/Amir-Khan-hs.jpg?1408390024
202,Johny "Big Rig" Hendricks,18-8-0,https://images.tapology.com/headshot_images/233/icon/Johny-Hendricks-hs.jpg?1425924999
205,Martin "The Situ-Asian" Nguyen,11-3-0,https://images.tapology.com/headshot_images/51639/icon/Martin_Nguyen-hs.JPG?1484936911
204,Yancy "The Kid" Medeiros,15-6-0 / 1 NC,https://images.tapology.com/headshot_images/962/icon/Yancy-Medeiros-hs.jpg?1545343741
208,Roman Bogatov,8-0-0,https://images.tapology.com/headshot_images/143665/icon/roman_bogatov_headshot.jpg?1488069510
207,Chuck "The Iceman" Liddell,21-9-0,https://images.tapology.com/headshot_images/129/icon/Liddell-Chuck-UFC52-2.jpg?1279926829
